,avg_fitness,best_fitness,avg_size,best_individual
0,2971091.868093551,1341.9784525542168,11.00174,((1.2106613727612352/2.448488539944446)+((2.902599789109802-((3.891563867493474+3.201225326119749)/X))+((5.988779200954097/(-3.3796231498226788/-4.9373162250512115))+(-1.0191379870556547+1.5449918917185306)))) 
1,37089.05474974747,900.1151248147787,10.41616,(-1.6131826016069222-((((2.351372850281792+(-4.8561481963949245-((3.201225326119749+(((-1.865486252229716--4.5750736780628545)+4.986604364069883)+X))/(((-4.477257331629472*-3.250776657366031)*2.9057311730539164)*(2.3098161308462544+(5.079738042008383+4.9833243191031755))))))*-2.3628422233734208)/(-2.5154356044323047/(2.9355293745513755+-1.1086278461413452)))+(-3.185520916543353-4.032927944298557))) 
2,11615.271152040272,900.1151248147787,11.35308,(-1.6131826016069222-((((2.351372850281792+(-4.8561481963949245-((3.201225326119749+(((-1.865486252229716--4.5750736780628545)+4.986604364069883)+X))/(((-4.477257331629472*-3.250776657366031)*2.9057311730539164)*(2.3098161308462544+(5.079738042008383+4.9833243191031755))))))*-2.3628422233734208)/(-2.5154356044323047/(2.9355293745513755+-1.1086278461413452)))+(-3.185520916543353-4.032927944298557))) 
3,8565.006591634075,900.1151248147787,13.08878,(-1.6131826016069222-((((2.351372850281792+(-4.8561481963949245-((3.201225326119749+(((-1.865486252229716--4.5750736780628545)+4.986604364069883)+X))/(((-4.477257331629472*-3.250776657366031)*2.9057311730539164)*(2.3098161308462544+(5.079738042008383+4.9833243191031755))))))*-2.3628422233734208)/(-2.5154356044323047/(2.9355293745513755+-1.1086278461413452)))+(-3.185520916543353-4.032927944298557))) 
4,7837.982812526418,682.273568444359,15.18268,(4.3625669064410655+(5.273319883097235-(-1.6398015613001045-(((2.432781344495524/(((((1.36531088481975*(5.988779200954097/-3.080680860242145))-(-3.5102173163995607+(-1.402118937187117*3.838956377565717)))--0.4007703825226683)--4.9373162250512115)/((-3.5965588565734508/(((2.3925886574886484*2.432781344495524)/(X/-3.6100846104360595))*-1.2824193701623727))/-1.4416335648348593)))-3.201225326119749)/(3.5785507047968323+3.1676412238706053))))) 
5,7351.993994133866,660.8556219683878,17.7154,(4.3625669064410655+(5.273319883097235-(-1.6398015613001045-(((2.432781344495524/((((-2.8965669534069605-(-3.5102173163995607+(-1.402118937187117*3.838956377565717)))--0.4007703825226683)--4.9373162250512115)/((-3.5965588565734508/(((2.3925886574886484*2.432781344495524)/(X/-3.6100846104360595))*-1.2824193701623727))/-1.4416335648348593)))-3.201225326119749)/(3.5785507047968323+3.1676412238706053))))) 
6,8607.945242064266,660.8556219683878,21.08178,(4.3625669064410655+(5.273319883097235-(-1.6398015613001045-(((2.432781344495524/((((-2.8965669534069605-(-3.5102173163995607+(-1.402118937187117*3.838956377565717)))--0.4007703825226683)--4.9373162250512115)/((-3.5965588565734508/(((2.3925886574886484*2.432781344495524)/(X/-3.6100846104360595))*-1.2824193701623727))/-1.4416335648348593)))-3.201225326119749)/(3.5785507047968323+3.1676412238706053))))) 
7,7887.425871582562,626.1096199312492,25.89004,(4.3625669064410655+(5.273319883097235-(-1.6398015613001045-(((2.432781344495524/(((((1.36531088481975*(5.988779200954097/-3.080680860242145))-(-3.5102173163995607+(-1.402118937187117*3.838956377565717)))--0.4007703825226683)--4.9373162250512115)/((-3.5965588565734508/(((2.3925886574886484*5.33700535998981)/(X/-1.4416335648348593))*-1.2824193701623727))/-1.4416335648348593)))-3.201225326119749)/(3.5785507047968323+3.1676412238706053))))) 
8,7797.128279127276,626.1096199312492,32.95964,(4.3625669064410655+(5.273319883097235-(-1.6398015613001045-(((2.432781344495524/(((((1.36531088481975*(5.988779200954097/-3.080680860242145))-(-3.5102173163995607+(-1.402118937187117*3.838956377565717)))--0.4007703825226683)--4.9373162250512115)/((-3.5965588565734508/(((2.3925886574886484*5.33700535998981)/(X/-1.4416335648348593))*-1.2824193701623727))/-1.4416335648348593)))-3.201225326119749)/(3.5785507047968323+3.1676412238706053))))) 
9,217532.79031725353,626.1096199312492,41.84376,(4.3625669064410655+(5.273319883097235-(-1.6398015613001045-(((2.432781344495524/(((((1.36531088481975*(5.988779200954097/-3.080680860242145))-(-3.5102173163995607+(-1.402118937187117*3.838956377565717)))--0.4007703825226683)--4.9373162250512115)/((-3.5965588565734508/(((2.3925886574886484*5.33700535998981)/(X/-1.4416335648348593))*-1.2824193701623727))/-1.4416335648348593)))-3.201225326119749)/(3.5785507047968323+3.1676412238706053))))) 
10,221886.4966509577,538.3164888231959,50.59828,(4.3625669064410655+(5.273319883097235-(-1.6398015613001045-(((2.432781344495524/(((((1.36531088481975+2.7832612291007752)-(((-1.061900925701543+(-1.2824193701623727*-1.865486252229716))*((2.9057311730539164-2.902599789109802)*-3.250776657366031))-5.079738042008383))--0.4007703825226683)--4.9373162250512115)/((-3.5965588565734508/(((2.3925886574886484*2.99765766353827)/(X/-3.6100846104360595))*-1.2824193701623727))/-1.4416335648348593)))-3.201225326119749)/(3.5785507047968323+(-1.061900925701543/4.384556578358696)))))) 
11,21273.724759694163,528.6507273549074,58.62954,(4.3625669064410655+(5.273319883097235-(-1.6398015613001045-(((2.432781344495524/(((((1.36531088481975+2.7832612291007752)-(((((-3.3796231498226788-(3.575267768925979/4.779260542779577))-(-3.5965588565734508+5.33700535998981))+(4.384556578358696--0.9938636761286981))*((2.9057311730539164-2.902599789109802)*-3.250776657366031))-5.079738042008383))--0.4007703825226683)--4.9373162250512115)/((-3.3683054094077858/(((2.3925886574886484*2.902599789109802)/(X/-3.6100846104360595))*-1.2824193701623727))/-1.4416335648348593)))-3.201225326119749)/(-0.2677278452395999+3.1676412238706053))))) 
12,56994.39599838508,528.6507273549074,68.3453,(4.3625669064410655+(5.273319883097235-(-1.6398015613001045-(((2.432781344495524/(((((1.36531088481975+2.7832612291007752)-(((((-3.3796231498226788-(3.575267768925979/4.779260542779577))-(-3.5965588565734508+5.33700535998981))+(4.384556578358696--0.9938636761286981))*((2.9057311730539164-2.902599789109802)*-3.250776657366031))-5.079738042008383))--0.4007703825226683)--4.9373162250512115)/((-3.3683054094077858/(((2.3925886574886484*2.902599789109802)/(X/-3.6100846104360595))*-1.2824193701623727))/-1.4416335648348593)))-3.201225326119749)/(-0.2677278452395999+3.1676412238706053))))) 
