,avg_fitness,best_fitness,avg_size,best_individual
0,246535.3488102979,384.82776962630885,7.02898,(((-4.34932516459659+((3.1286016131794394+X)+cos(2.751619536646425)))/2.3560915703809)+2.541879091803982)
1,43593.87025449675,240.38329851493415,6.78436,(((sin((0.9935507738425207+-4.628620125295095))-(X/(-2.875384829505071*(-0.5853881590528704+1.2843069328301109))))*0.8420196594343068)-(0.07124842243877527-0.8420196594343068))
2,12616.777321165546,240.38329851493415,6.96406,(((sin((0.9935507738425207+-4.628620125295095))-(X/(-2.875384829505071*(-0.5853881590528704+1.2843069328301109))))*0.8420196594343068)-(0.07124842243877527-0.8420196594343068))
3,31197.170496607418,222.12840623491337,7.42212,(((sin(sin(0.9935507738425207))-(X/(-2.875384829505071*(-0.5853881590528704+1.2843069328301109))))*0.8420196594343068)-(0.07124842243877527-0.8420196594343068))
4,6921.467368083398,222.12840623491337,8.15316,(((sin(sin(0.9935507738425207))-(X/(-2.875384829505071*(-0.5853881590528704+1.2843069328301109))))*0.8420196594343068)-(0.07124842243877527-0.8420196594343068))
5,6861.439051641039,205.03925082089233,9.5499,((cos(sin((3.8921658652915223+2.463343294296239)))/(sin((((cos(-1.181403667334008)/((((3.2432549118148675+cos(cos(cos(1.2732627718823029))))*2.9474979053364763)/-1.6185760076545996)*(0.991649572253186--0.748521332300605)))+2.9474979053364763)-sin((0.6990697139223698-(0.9935507738425207+(((-1.4146690455295805*(X--0.21299535455046215))/-2.483889608605816)/5.578976088509272))))))+-0.8749199534815109))*((X+2.008260195757603)/(-2.2831540741555254+sin(0.9935507738425207))))
6,10395.04191398574,205.03925082089233,11.86784,((cos(sin((3.8921658652915223+2.463343294296239)))/(sin((((cos(-1.181403667334008)/((((3.2432549118148675+cos(cos(cos(1.2732627718823029))))*2.9474979053364763)/-1.6185760076545996)*(0.991649572253186--0.748521332300605)))+2.9474979053364763)-sin((0.6990697139223698-(0.9935507738425207+(((-1.4146690455295805*(X--0.21299535455046215))/-2.483889608605816)/5.578976088509272))))))+-0.8749199534815109))*((X+2.008260195757603)/(-2.2831540741555254+sin(0.9935507738425207))))
7,11088.35986121987,183.017234583192,15.06734,((cos(sin((3.8921658652915223+2.463343294296239)))/(sin((((cos(-1.181403667334008)/((((3.2432549118148675+cos(cos(cos(1.2732627718823029))))*2.9474979053364763)/-1.6185760076545996)*(0.991649572253186-3.105437298581638)))+2.9474979053364763)-sin((0.6990697139223698-(0.9935507738425207+(((-1.4146690455295805*(X--0.21299535455046215))/-2.483889608605816)/5.578976088509272))))))+-0.8749199534815109))*((X+2.008260195757603)/(-2.2831540741555254+sin(0.9935507738425207))))
8,2552.1777328592725,148.0587064755797,19.35698,((X+(sin(5.705530667183295)-(sin((((X--2.266269463327025)/2.8802236203572944)--2.2350706051196942))-((cos((cos(sin(cos(-0.21299535455046215)))-4.124233981760499))--3.6639439674958063)+(3.8921658652915223*0.5972498649882363)))))/2.9474979053364763)
9,4494.887550131587,121.23047221396949,24.21034,((X+(sin(5.705530667183295)-(sin((((X-(4.616147860681316+sin(cos(((4.971565022683617/(4.303278666349447+3.8921658652915223))/2.97883711137686)))))/2.463343294296239)-1.6327962595546195))-((cos((cos(sin(2.008260195757603))-4.124233981760499))--3.6639439674958063)+(3.8921658652915223*0.5972498649882363)))))/2.9474979053364763)
10,161535.66962108517,84.85636502257995,29.66754,((((-1.4146690455295805*(X-sin((0.6990697139223698-(X*cos(cos((sin(cos(cos(((((cos((1.811878463119946+sin((3.1286016131794394/cos(1.504321684261643)))))*1.0469193809359174)+((1.0469193809359174-cos(-4.008544142115661))/(3.2432549118148675*2.9474979053364763)))+5.705530667183295)-((3.1286016131794394/sin(-0.8749199534815109))-2.978991099783264)))))+2.97883711137686))))))))/-2.483889608605816)*cos(cos((-4.34932516459659/-4.560186359390598))))+cos(sin(3.248104031843031)))
11,17902.3015259234,84.85636502257995,35.84222,((((-1.4146690455295805*(X-sin((0.6990697139223698-(X*cos(cos((sin(cos(cos(((((cos((1.811878463119946+sin((3.1286016131794394/cos(1.504321684261643)))))*1.0469193809359174)+((0.9935507738425207-cos(-4.008544142115661))/(3.2432549118148675*2.9474979053364763)))+5.705530667183295)-((3.1286016131794394/sin(-0.8749199534815109))-2.978991099783264)))))+2.97883711137686))))))))/-2.483889608605816)*cos(cos((-4.34932516459659/-4.560186359390598))))+cos(sin(3.248104031843031)))
12,12278.390058942383,73.29909999999994,42.96368,((X+cos((1.3746934501724937+(2.978991099783264+(((-0.8749199534815109+3.2432549118148675)-(((1.504321684261643/(0.6990697139223698-4.132285555429682))+3.248104031843031)/-2.483889608605816))/5.461593677506777)))))*cos(cos(((5.705530667183295/5.705530667183295)+(cos(cos(cos((5.705530667183295*(cos(5.786843947287869)/2.97883711137686)))))-(X/5.318743194672015))))))
13,37215.70791772489,73.29909999999994,51.32746,((X+cos((1.3746934501724937+(2.978991099783264+(((-0.8749199534815109+3.2432549118148675)-(((1.504321684261643/(0.6990697139223698-4.132285555429682))+3.248104031843031)/-2.483889608605816))/5.461593677506777)))))*cos(cos(((5.705530667183295/5.705530667183295)+(cos(cos(cos((5.705530667183295*(cos(5.786843947287869)/2.97883711137686)))))-(X/5.318743194672015))))))
14,55970.507200133165,73.29909999999994,61.87492,((X+cos((1.3746934501724937+(2.978991099783264+(((-0.8749199534815109+3.2432549118148675)-(((1.504321684261643/(0.6990697139223698-4.132285555429682))+3.248104031843031)/-2.483889608605816))/5.461593677506777)))))*cos(cos(((5.705530667183295/5.705530667183295)+(cos(cos(cos((5.705530667183295*(cos(5.786843947287869)/2.97883711137686)))))-(X/5.318743194672015))))))
15,10836.219708484281,65.34764546845982,75.13134,((((-1.4146690455295805*(X-sin((0.6990697139223698-(X*cos(cos((sin((0.07124842243877527/(2.845691066794158-(4.831168879437582+cos((sin(((2.929377678094956+cos(cos(sin(-2.8297503463799085))))/sin((sin(1.0469193809359174)*3.550653161909871))))/((X+-1.1158763482720646)/2.9474979053364763)))))))+2.97883711137686))))))))/-2.483889608605816)*cos(cos(-4.008544142115661)))+cos(sin(3.248104031843031)))
16,24398.604675734536,65.34764546845982,90.69452,((((-1.4146690455295805*(X-sin((0.6990697139223698-(X*cos(cos((sin((0.07124842243877527/(2.845691066794158-(4.831168879437582+cos((sin(((2.929377678094956+cos(cos(sin(-2.8297503463799085))))/sin((sin(1.0469193809359174)*3.550653161909871))))/((X+-1.1158763482720646)/2.9474979053364763)))))))+2.97883711137686))))))))/-2.483889608605816)*cos(cos(-4.008544142115661)))+cos(sin(3.248104031843031)))
17,38779.51106117356,60.873023175418155,104.75344,((X+(sin((X/2.8802236203572944))-(sin((((2.3560915703809--2.266269463327025)/((X+((1.1726344240281072+2.751619536646425)-2.541879091803982))*cos(cos(sin(((sin(cos(3.248104031843031))-(cos(-4.6013452958309555)/((-1.4146690455295805-(X*4.124233981760499))--4.6013452958309555)))*cos(4.724200994678911)))))))-2.8802236203572944))-(3.248104031843031+(0.20898691346445375*1.2843069328301109)))))/2.9474979053364763)
18,45143.619445028846,60.873023175418155,118.50768,((X+(sin((X/2.8802236203572944))-(sin((((2.3560915703809--2.266269463327025)/((X+((1.1726344240281072+2.751619536646425)-2.541879091803982))*cos(cos(sin(((sin(cos(3.248104031843031))-(cos(-4.6013452958309555)/((-1.4146690455295805-(X*4.124233981760499))--4.6013452958309555)))*cos(4.724200994678911)))))))-2.8802236203572944))-(3.248104031843031+(0.20898691346445375*1.2843069328301109)))))/2.9474979053364763)
