,avg_fitness,best_fitness,avg_size,best_individual
0,58861579.9847265,5363.232998249139,7.0002,(((15.384168221989718*(Y-sin(8.038122153773)))/7.1554167926370695)+(3.522542495676289*(X/3.0394375041712856)))
1,187217.0098471326,5363.232998249139,6.94332,(((15.384168221989718*(Y-sin(8.038122153773)))/7.1554167926370695)+(3.522542495676289*(X/3.0394375041712856)))
2,222589.87417274446,5363.232998249139,8.0956,(((15.384168221989718*(Y-sin(8.038122153773)))/7.1554167926370695)+(3.522542495676289*(X/3.0394375041712856)))
3,106763.71077156298,2576.2536561619218,9.06026,(((-0.3683014624647729+Y)+(X+(sin(7.1554167926370695)*cos(8.894713857658544))))+Y)
4,123980.96542410657,1.24938948076192e-12,9.2849,(X+(Y+Y)) 
