,avg_fitness,best_fitness,avg_size,best_individual
0,336687.5047611115,112.49968383548571,6.94122,(X--0.14371047943570936)
1,43286.25132825865,68.55367659279747,6.5753,((X*sin(cos((3.986927656113524--3.0375075262481883))))+0.6122130072536214)
2,32307.535201684594,68.55367659279747,6.81804,((X*sin(cos((3.986927656113524--3.0375075262481883))))+0.6122130072536214)
3,982.961758337316,55.914946464409354,7.08418,((X/1.3597468075223365)+sin(2.4818901781728213))
4,8018.66275296676,55.14460000000001,6.99982,((X*sin(cos((3.986927656113524--3.0375075262481883))))+sin(2.282662664882725))
5,5533.706454908521,34.18443858415319,6.69724,(X-(sin(((cos(cos(2.4595075430738396))-X)+5.043384027154396))/2.4073742660174773))
6,12164.236686886034,34.18443858415319,5.8702,(X-(sin(((cos(cos(2.4595075430738396))-X)+5.043384027154396))/2.4073742660174773))
7,6222.469685793026,33.58040000000001,5.21698,((X*sin(cos((cos(0.20180768070335642)/(((5.664077092308096*X)/X)/((0.20180768070335642/2.282662664882725)+X))))))+sin(2.5767109835023376))
8,4406.440403379933,28.71319033986523,6.19942,(X-(sin(((cos((X/3.346927985176036))-X)+5.043384027154396))/2.4073742660174773))
9,26103.08140704889,16.987136304588105,8.56006,((cos(5.209911204904897)+X)-(((((((X-sin((2.29839013441271+(X/3.224821815282292))))*(3.224821815282292*cos(5.806063147800312)))+-1.8808539260292747)*X)--4.369385123620927)/1.5140269301278586)/(4.2229963615478265*5.826210924710962)))
10,16477.433803631382,16.987136304588105,11.49942,((cos(5.209911204904897)+X)-(((((((X-sin((2.29839013441271+(X/3.224821815282292))))*(3.224821815282292*cos(5.806063147800312)))+-1.8808539260292747)*X)--4.369385123620927)/1.5140269301278586)/(4.2229963615478265*5.826210924710962)))
11,1974657.1051183075,16.987136304588105,14.77502,((cos(5.209911204904897)+X)-(((((((X-sin((2.29839013441271+(X/3.224821815282292))))*(3.224821815282292*cos(5.806063147800312)))+-1.8808539260292747)*X)--4.369385123620927)/1.5140269301278586)/(4.2229963615478265*5.826210924710962)))
12,154520.33755237883,16.987136304588105,18.35486,((cos(5.209911204904897)+X)-(((((((X-sin((2.29839013441271+(X/3.224821815282292))))*(3.224821815282292*cos(5.806063147800312)))+-1.8808539260292747)*X)--4.369385123620927)/1.5140269301278586)/(4.2229963615478265*5.826210924710962)))
13,3839785.3230907274,14.398687892633859,23.01684,((X-(5.257206564318123*(X*(-0.07928300355795326/-4.195983138884972))))+sin((sin(X)/((X+(cos(X)/2.297516928562348))+sin(2.5767109835023376)))))
14,3191359.7441049763,8.353329945478663,29.28482,((X-(5.757023892958957*(X*(-0.07928300355795326/-4.195983138884972))))+sin((sin(X)/(X+sin(sin(((cos(5.209911204904897)+cos((cos((cos(sin(cos(5.257206564318123)))/5.757023892958957))*(cos(5.826210924710962)*X))))-(((5.209911204904897--4.369385123620927)/1.5140269301278586)/(4.2229963615478265*5.826210924710962)))))))))
15,115417.50599886104,7.734367692688229,37.00946,((X-(5.257206564318123*(X*(-0.07928300355795326/-4.195983138884972))))+sin((sin(X)/(X+sin(cos((X-((sin((((cos(4.71807875206764)*sin(1.9039617300875813))--2.304379500991243)*X))+-2.063890764287323)*-0.24928724665656699))))))))
16,466302.44199368777,7.71436769268823,45.36068,((X-(5.257206564318123*(X*(-0.07928300355795326/-4.195983138884972))))+sin((sin(X)/(X+sin(cos((X-((sin((((cos(4.71807875206764)*sin(cos(sin(cos(((cos(cos(3.986927656113524))*2.297516928562348)-(X*sin(2.282662664882725))))))))--2.304379500991243)*X))+-2.063890764287323)*-0.24928724665656699))))))))
17,745050.605189107,7.550293301384068,55.91588,((X-(5.257206564318123*(X*(-0.07928300355795326/-4.195983138884972))))+sin((sin(X)/(X+sin(cos((X-((sin((((cos(4.71807875206764)*(2.1804358149332694-((X+(cos((2.5767109835023376/(2.4073742660174773+sin(2.4595075430738396))))/5.757023892958957))/(sin((cos(1.3597468075223365)/(-1.4540379346348233-2.5767109835023376)))/cos(X)))))--2.304379500991243)*X))+-2.063890764287323)*-0.24928724665656699))))))))
18,131778.02178663993,6.849608343156293,71.78944,((X-(5.257206564318123*(X*(-0.07928300355795326/-4.195983138884972))))+sin((sin(X)/(X+sin(cos((X-((sin((((-0.14371047943570936*sin(1.9039617300875813))--2.304379500991243)*X))+-2.063890764287323)*-0.24928724665656699))))))))
19,495718.0774672944,6.849608343156293,93.89996,((X-(5.257206564318123*(X*(-0.07928300355795326/-4.195983138884972))))+sin((sin(X)/(X+sin(cos((X-((sin((((-0.14371047943570936*sin(1.9039617300875813))--2.304379500991243)*X))+-2.063890764287323)*-0.24928724665656699))))))))
20,99831.73443650456,6.0449801164577295,113.1027,((X-(5.257206564318123*(X*(-0.07928300355795326/-4.195983138884972))))+sin((sin(X)/(X+sin(cos((X-((sin((((cos(4.71807875206764)*(2.1804358149332694-((X+(cos((0.20180768070335642-cos(1.5140269301278586)))/5.757023892958957))/0.04653720218956536)))--2.304379500991243)*X))+-2.063890764287323)*-0.24928724665656699))))))))
21,3313.325107588347,6.0449801164577295,129.65872,((X-(5.257206564318123*(X*(-0.07928300355795326/-4.195983138884972))))+sin((sin(X)/(X+sin(cos((X-((sin((((cos(4.71807875206764)*(2.1804358149332694-((X+(cos((0.20180768070335642-cos(1.5140269301278586)))/5.757023892958957))/0.04653720218956536)))--2.304379500991243)*X))+-2.063890764287323)*-0.24928724665656699))))))))
22,8190.965830388439,5.949405116790971,145.20682,((0.20180768070335642*(sin(((cos((-1.532592994302406-cos(-1.4540379346348233)))/5.803963522528592)+X))/2.29839013441271))+(((sin(X)/(X+sin(cos(sin((cos((sin((-0.7075369088375396/0.6122130072536214))/4.4493968791260645))*(cos(cos(5.757023892958957))*cos(cos(0.12105141447998591)))))))))/((X-(0.20180768070335642/2.4073742660174773))+1.80129919957625))+((cos((cos((((-0.04138098440126381-cos((X*cos(X))))+1.5140269301278586)-4.296199941529759))/5.757023892958957))*(cos(5.826210924710962)*X))-(sin(sin(X))/(-1.8808539260292747-cos((X-(0.20180768070335642+X))))))))
23,8113.31476570418,5.602823994207387,164.23142,((0.20180768070335642*(sin(((cos((-1.532592994302406-cos(-1.4540379346348233)))/5.803963522528592)+X))/2.29839013441271))+(((sin(X)/(X+sin(cos(sin(((5.257206564318123*-3.3938623946534694)*(cos(cos(5.757023892958957))*cos(cos(0.12105141447998591)))))))))/((X-(0.20180768070335642/2.4073742660174773))+1.80129919957625))+((cos((cos((((-0.04138098440126381-cos((X*cos(X))))+1.5140269301278586)-4.296199941529759))/5.757023892958957))*(cos(5.826210924710962)*X))-(sin(sin(X))/(-1.8808539260292747-cos((X-(0.20180768070335642+X))))))))
24,4129.676464772914,4.484618215204799,195.3471,((0.20180768070335642*(cos(cos(((X+-1.532592994302406)/(((5.490640914935311/5.826210924710962)-X)/4.228003209693499))))/(X+5.043384027154396)))+((0.20180768070335642/((X-(X+-4.369385123620927))+5.806063147800312))+((cos((cos(((X/((X--0.04138098440126381)+sin(4.296199941529759)))-4.296199941529759))/5.757023892958957))*(cos(5.826210924710962)*X))-(sin(sin(X))/(-1.8808539260292747-(sin((X+((((0.9589753566671417-cos((X*0.04653720218956536)))+1.5140269301278586)/cos(-1.532592994302406))-cos((-3.0579261406044944*-2.2911072003147805)))))/2.1804358149332694))))))
25,4195.1340658164245,3.859508264071023,238.0829,((0.20180768070335642*(cos(cos(((X+-1.532592994302406)/(((5.490640914935311/5.826210924710962)-X)/4.228003209693499))))/(X+5.043384027154396)))+((0.20180768070335642/((X-(X+-4.369385123620927))+5.806063147800312))+((cos((cos(((X/((X--0.04138098440126381)+(0.20180768070335642*(sin(((cos(2.1804358149332694)/5.803963522528592)+X))/(X+(cos(((5.757023892958957/(2.282662664882725+((cos((X-X))+sin(cos(sin(((1.5736330631739177*sin(1.80129919957625))-((3.850403807587396*(X*sin(cos(cos((5.757023892958957+-0.14371047943570936))))))/X))))))+2.282662664882725)))-X))/2.0912281996046866))))))-4.296199941529759))/5.757023892958957))*(cos(5.826210924710962)*X))-(sin(sin(X))/(-1.8808539260292747-(sin((X+((((0.9589753566671417-cos((X*0.04653720218956536)))+1.5140269301278586)/cos(-1.532592994302406))-cos((-3.0579261406044944*-2.2911072003147805)))))/2.1804358149332694))))))
26,900.2926894335184,3.859508264071023,278.74246,((0.20180768070335642*(cos(cos(((X+-1.532592994302406)/(((5.490640914935311/5.826210924710962)-X)/4.228003209693499))))/(X+5.043384027154396)))+((0.20180768070335642/((X-(X+-4.369385123620927))+5.806063147800312))+((cos((cos(((X/((X--0.04138098440126381)+(0.20180768070335642*(sin(((cos(2.1804358149332694)/5.803963522528592)+X))/(X+(cos(((5.757023892958957/(2.282662664882725+((cos((X-X))+sin(cos(sin(((1.5736330631739177*sin(1.80129919957625))-((3.850403807587396*(X*sin(cos(cos((5.757023892958957+-0.14371047943570936))))))/X))))))+2.282662664882725)))-X))/2.0912281996046866))))))-4.296199941529759))/5.757023892958957))*(cos(5.826210924710962)*X))-(sin(sin(X))/(-1.8808539260292747-(sin((X+((((0.9589753566671417-cos((X*0.04653720218956536)))+1.5140269301278586)/cos(-1.532592994302406))-cos((-3.0579261406044944*-2.2911072003147805)))))/2.1804358149332694))))))
27,856.8947901584463,3.4705780477937034,305.51522,((0.20180768070335642*(cos(cos(((X+-1.532592994302406)/(((cos(((5.757023892958957*-3.3938623946534694)-(cos((X-cos(cos(X))))/2.5767109835023376)))/5.826210924710962)-X)/(X*(((sin(X)/2.4818901781728213)/4.903853429124812)/X))))))/(X+5.043384027154396)))+((0.20180768070335642/((X-(X+-4.369385123620927))+5.806063147800312))+((cos((cos(((X/((cos(-2.063890764287323)-((4.387670153724159*5.490640914935311)/-2.3579449694638166))+sin(4.296199941529759)))-4.296199941529759))/5.757023892958957))*(cos(5.826210924710962)*X))-(sin(sin(X))/(-1.8808539260292747-(sin((X+((((0.9589753566671417-cos((-0.04138098440126381*0.04653720218956536)))+1.5140269301278586)/cos(-1.532592994302406))-cos((((5.257206564318123/2.297516928562348)/5.757023892958957)*-2.2911072003147805)))))/2.1804358149332694))))))
28,820.5653926196069,2.8196690565316334,335.04502,((0.20180768070335642*(cos(cos(((X+-1.532592994302406)/-1.532592994302406)))/(X+5.043384027154396)))+((0.20180768070335642/((X-(X+-4.369385123620927))+5.806063147800312))+((cos((cos(((X/((X--0.04138098440126381)+(0.20180768070335642*(sin(((cos(X)/5.803963522528592)+X))/(X+(cos(((5.757023892958957/(2.282662664882725+(cos((X-((sin((((cos(1.9039617300875813)*(2.1804358149332694-((X+(cos(1.3597468075223365)/5.757023892958957))/(sin((cos(cos(cos(sin((sin(((0.5200082708261959+X)-cos(-0.07928300355795326)))/((X+(cos((X-cos(cos(cos(cos((((1.8813399586650466+0.20180768070335642)+-1.532592994302406)/-1.532592994302406)))))))/X))--2.2911072003147805))))))/(-1.4540379346348233-2.5767109835023376)))/cos(sin(4.296199941529759))))))--2.304379500991243)*X))+-2.063890764287323)*-0.24928724665656699)))+2.282662664882725)))-X))/2.0912281996046866))))))-4.296199941529759))/5.757023892958957))*(cos(5.826210924710962)*X))-(sin(sin(X))/(-1.8808539260292747-(sin((X+((((0.9589753566671417-cos((X*0.04653720218956536)))+1.5140269301278586)/cos(-1.532592994302406))-cos((-3.0579261406044944*-2.2911072003147805)))))/2.1804358149332694))))))
